,created_at,timestamp,user_id,content,Product Installation,Billing,General Business Information,Call Center,How to Order,Package Information,Price,Upgrading,Nomor Transaksi,Nomor ID Pelanggan,Insentif dan Referral,Cek ODP,Pembatalan Pesanan,URL Produk,Status dan Proses Pemesanan,Survei Teknisi,Pelatihan Bisnis,Migrasi Paket,Syarat Daftar dan Berlangganan,Ketersediaan Layanan,Perbedaan Paket,Lapor Gangguan,Modem,Saldo IndibizPay,Webinar,Perbedaan Produk,Reseller Produk,Proses Pindah Nama,Pemberhentian Layanan,Nomor pada Aplikasi,Nomor Pascabayar,Discount,IP Layanan,Kecepatan Internet,Products & Services,Penggunaan Aplikasi,Pasang Baru,Kompetitor,Downgrading,Sinkronisasi Akun,Keunggulan Produk,After Sales,Vertical Business Education,Pindah Alamat,Nomor Pendaftaran,Administrasi,Product Success Story,Pindah Perangkat,Kekurangan Produk,FUP Indibiz,Irrelevant Question,Unclear Context,Unclear Words,Others,Klasifikasi BERT,Jumlah
36,2023-09-14 00:00:00,14:42:23+07:00,1e735ae2_e1ee_47f1_804e_eb2694140c83,"Maaf, tapi saya tidak memiliki akses ke informasi pribadi seperti nomor Indibiz.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account & Customer Information Management,1
37,2023-09-14 00:00:00,14:02:47+07:00,2735b265_7b79_4137_abba_4f4f5bd9da1b,"Maaf, informasi mengenai promo terbaru dari myindibiz tidak disebutkan dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discount & Referral Incentive,1
38,2023-09-14 00:00:00,13:45:55+07:00,f2aafa51_3e4e_4ccc_81ea_55574057df39,"Maaf, saya tidak memiliki informasi mengenai cara pembayaran pemasangan baru IndiBiz.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billing,1
40,2023-09-14 00:00:00,08:32:10+07:00,GA1.1.1527408437.1689650507,"Maaf, informasi mengenai migrasi dari Indihome ke Indibiz tidak terdapat dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Package Migration,1
41,2023-09-14 00:00:00,07:23:00+07:00,ccb7614d_a86b_4d53_83d5_7c6fe81b249d,"Maaf, informasi mengenai ketersediaan IndiBiz Internet dari Telkom Indonesia di seluruh wilayah Lampung tidak disebutkan dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Service Availability,1
42,2023-09-14 00:00:00,06:39:11+07:00,96c4d769_7504_4981_a3f3_4e6964ba2f45,"Maaf, saya tidak dapat menjawab pertanyaan Anda tentang bisnis yang bagus di rintis tahun 2024 berdasarkan informasi yang ada dalam konteks.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Business Information,1
43,2023-09-14 00:00:00,06:27:51+07:00,ee4ce218_303b_4848_91d4_f3ab6a587366,"Maaf, informasi mengenai biaya pemasangan untuk HSI B2B tidak disebutkan dalam konteks tersebut.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product Installation,1
44,2023-09-15 00:00:00,23:32:22+07:00,1a9c0258_b10c_42b1_87e2_fc500669300d,maaf saya tidak memiliki informasi tentang cara melaporkan keterlambatan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disturbance Report,1
46,2023-09-15 00:00:00,22:24:12+07:00,2735b265_7b79_4137_abba_4f4f5bd9da1b,"Maaf, saya tidak memiliki informasi terbaru mengenai kepala sekolah SMKN 1 Maja.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
47,2023-09-15 00:00:00,22:23:27+07:00,2735b265_7b79_4137_abba_4f4f5bd9da1b,"Maaf, saya tidak memiliki informasi mengenai kepala sekolah SMKN 1 Leuwimunding.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
49,2023-09-15 00:00:00,22:01:49+07:00,3765dc8f_13c0_43bd_bf32_90c459621b80,"Maaf, saya tidak memiliki informasi terkini tentang jumlah guru di SMKN 1 Leuwimunding.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
50,2023-09-15 00:00:00,22:00:15+07:00,3765dc8f_13c0_43bd_bf32_90c459621b80,"Maaf, saya tidak memiliki informasi terkini tentang kepala sekolah SMKN 1 Leuwimunding.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
51,2023-09-15 00:00:00,19:15:05+07:00,2735b265_7b79_4137_abba_4f4f5bd9da1b,"Maaf, informasi yang diberikan dalam konteks tidak menyebutkan apakah Indibiz dapat membantu meningkatkan akreditasi sekolah.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
52,2023-09-15 00:00:00,18:31:27+07:00,5762dc82_38f5_440f_9cc4_7f3539b8814f,"Maaf, saya tidak dapat menemukan informasi yang relevan dengan pesanan yang sedang diproses dengan nomor 111521103596.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Number on Application,1
53,2023-09-15 00:00:00,17:43:53+07:00,47f56366_e971_4660_8af9_f5d414306087,"Maaf, saya tidak memiliki informasi apakah pembayaran melalui aplikasi M-BCA dapat digunakan untuk membayar tagihan MyIndiBiz.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billing,1
55,2023-09-15 00:00:00,17:15:16+07:00,6822a3c8_5d53_422a_bc81_6cd8405c1e13,"Maaf, saya tidak memiliki informasi mengenai cara pindah dari wifi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Package Migration,1
57,2023-09-15 00:00:00,16:14:49+07:00,6b708cba_9676_4353_aa08_060894c56259,"Maaf, saya tidak dapat menemukan informasi tentang Service Center Xiaomi di Yogyakarta.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
60,2023-09-15 00:00:00,14:54:28+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, informasi mengenai alamat SMAN 5 Bandung tidak terdapat dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Service Availability,1
61,2023-09-15 00:00:00,14:53:51+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, informasi yang diberikan dalam konteks tidak mencakup cara menghubungi pihak sekolah SMAN 3 Bandung untuk mendapatkan informasi lebih lanjut tentang proses penerimaan siswa baru.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
62,2023-09-15 00:00:00,14:53:35+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, saya tidak memiliki informasi tentang proses penerimaan siswa baru di SMAN 3 Bandung.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
63,2023-09-15 00:00:00,14:53:30+07:00,GA1.1.1493840045.1693990108,"Maaf, informasi mengenai lokasi SMAN 1 Bandung tidak ada dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
64,2023-09-15 00:00:00,14:53:22+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, saya tidak menemukan informasi tentang sekolah SMAN 3 Bandung dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
65,2023-09-15 00:00:00,14:53:17+07:00,GA1.1.1493840045.1693990108,"Maaf, saya tidak memiliki informasi tentang lokasi SMAN 1 Bandung.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
66,2023-09-15 00:00:00,14:53:17+07:00,2735b265_7b79_4137_abba_4f4f5bd9da1b,"Maaf, saya tidak memiliki informasi tentang SMP 1 Sumedang.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vertical Business Education,1
68,2023-09-15 00:00:00,14:40:59+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, tetapi tidak ada informasi terbaru mengenai kepala sekolah SMAN 2 Majalengka dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
69,2023-09-15 00:00:00,14:40:43+07:00,a4cf5964_da19_47a5_a99e_b06658657fe6,"Maaf, informasi mengenai kepala sekolah SMAN 2 Majalengka tidak ada dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
70,2023-09-15 00:00:00,14:36:40+07:00,6a5bf2aa_8a45_4c51_8ae9_cfc9c4d82dbd,"Maaf, saya tidak dapat menemukan informasi tentang ""Kepala sekolah SMK 2 Pasundan"" dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unclear Words,1
71,2023-09-15 00:00:00,14:15:59+07:00,GA1.1.1212156263.1694761474,"Maaf, saya tidak memiliki informasi tentang konsultan yang tersedia di Bandung.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
72,2023-09-15 00:00:00,14:15:18+07:00,GA1.1.1212156263.1694761474,"Maaf, informasi yang ada dalam konteks tidak mencakup informasi tentang mainan yang bagus untuk anak.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Others,1
